commit_id,actual,predicted
af454517ac36957b32ac0f4828c2650f6bab68b8,False,True
a5904f52ea24ab6221d86411311fcaba2143586f,False,True
bbbd18afb7f0a5ed4522c5a5bb3162ea66d42f2e,False,False
7729ec478be685386f0122a86bbe2c2ad70a2952,False,False
398df2f6718a9ab7d51c120e0e03d1f8e9a19185,False,True
e551e8cf3acc6b5d7c9a0e9ee810361b3ed779e4,False,True
abb57952031a5c7057bd0d99bc4d51ffa22607d9,True,False
70a78ba793a4ffff49853318acef9b1a70fe8cb1,False,True
30179327789daed704dd820a69d5917ad0f097e6,False,False
528c85b8dec3c8763cffa703de42e09bd7f9dbfc,False,False
b213beb8352ba301af2104c636f43ea99a9dc1ff,True,True
1334b859149aa8e8f14f92bb98bd7369fe557b22,False,True
26bb05f249f31e7f1c3dc76b64839ed3172fc7ff,False,False
6e99f58e41b4a279f69cc1c714db26032a7d4279,True,False
2e7a964fbc1d4fcd4d9404ba3932aad638d53160,True,False
30513e894fc7d23b4350bdd7add2a9926a091629,False,False
a1bbc55396d9ebd3a26fc761ab8120d24abd8720,False,False
324ed06e890578c1fe49917a3bdeb87d73d08dd0,False,True
750b4e2f58722a1de5f0c17dfb3b1e93b78a4aba,False,False
b2018832403c38c1695a06e7aa1840b3678fb53a,False,True
e0b01b66341b4fe34cc27afab9a7caa059d743eb,False,True
e0a23c6898f4f7e4982a580f597af245164e6271,True,True
9e28a638bda1c9d4dea1e7e9e416cb81bdbda6ff,False,False
dc84971abda92e85a946ca28ddd12647da86f0cc,True,True
798b337a6df4f2838e017abb95ac6998a4242054,False,False
2a4e4bf5e87febd062bdb9e3710175eacfbdedad,False,True
98ab0a8806f32dd80005bbe0a0be6d585dd9778d,False,True
039feb0aadc70c879685b8d190631a45e89e83a6,False,True
5e2c7351bad994e6fda07df9c77a0ee87a683c30,False,True
308a7a1c9115f096c3012d9eb7c5293673ed0c3d,False,False
03f28a3721cc00416d5f63118f111d949e2e1e0f,False,True
7025ecd47dc3269d66a1c0bdc81dd04fdc3ca7a1,False,True
62a091ac6b66e91dc57f502922935eeffdb72187,False,True
5748f4d19d7ec21afc1eafb2b560e2fd22c1a698,True,True
573b6ef5761a5cbb9509695dc16366bb1d47b7ab,True,True
28f7820dbdc7d5030011b630e3f9e710f9a8a8a6,True,True
f9a9d9c2ee6a71a5228f9f53e1c462883d7b5865,False,True
6f2ee43fea440a249fa638db3a2af5a4a4706884,False,False
89891304b2ecd526e35fe057de51990eb1780b7d,True,False
845907170c797cbfff2d98fdde3fe917b337ae58,True,False
32b967da057e1b9b4740e223a5bbd4200fd25034,False,True
d393d02f76b44e6a31ed640663f1386ee620e8d6,False,True
ee55c207402e5e3ab9fb8b46fb8437d067adcf46,False,False
cda644312c85319ec992c85603df98df272b4976,False,True
965c8435a11a2980733ff461cbde2ac898b29d1b,False,False
b6b227e199db84c2669049cdc507bdaf0267402c,False,True
5ffdc05a3f303e3d31c351507fc015853a50d51e,False,False
d309286d09e5d8e0adbe26887f0c0d1bc5395ab8,True,True
50a61f624e6afe12c92addfc583adde4f1f00bd6,False,False
95b6d5bd97aaacf48c431f03622728285ecb3f68,False,True
84cd4724d068041a3b067a672b9e04b3db166c7e,False,False
c72628269ec8175b2d7c90e57c6b21ffbf8d25de,False,False
693d4b39ce47f853f422328aef6f6f10ffe253b6,False,True
e38e414a4a7062806898c6ca06b0baa2186ebba4,True,True
c99d5256a16b69a9b90bb5bf4bc7709595d73efa,False,True
f438d1150e4e63740ae0b736d3eacf2344d91eb7,False,False
b517bf846686af56fea93d2b88f8139bfe299f7c,True,True
2f06cb99945e8561c861e871f3cf48ada0e80567,False,True
b55e86efba4b8a67bb98d8aad4dc373764bd84c6,True,True
1a93a0193c315588b5707272ef08ab38a51fce52,True,False
e1e961c2e470a6601a99a1ed05d8b8bc89a5ea4b,False,True
457ee16c72aefa43dfc9c7f2630b95ca1c0345b1,False,False
a401f87f7180f1d128da5c0f068ab389703100fe,False,False
44819bd54d10e847c03fcba8f771a9d4a16d7c88,False,True
a6d42a55e9a8421fe2100c83b98da6150491c60e,True,True
13de68466e3cf7fde6ee0bde0cee09a33e837e89,True,True
7bbf317fade46d438dd7aae0d732198e6e71a202,False,False
db7e916e44b5b625669f6014dc1f615199c988d2,False,False
b58da06726378035cbde8c120252db1145760168,False,True
262a5e9e1d9a683a4ec56a5ee8615c9eb6a28cc0,False,True
fec8365fe12fb0acd67f8e33375587e267526a32,False,True
d46348ae46f1c672a0824e3bfe14f517219e571c,True,False
cd586bf162b2488bf2d3bbb013fc223c7a1b0ee5,False,False
53875bb1014b8e26754720515faa27e13d4c79ba,False,False
eea6b82ab0f714ae71dfcab56482458ada6a4351,False,False
fa692c4d257d3df60c8adbdce42f156b21c0792d,False,False
a63d65f4d75f6c7a8b203189974357c4d51beb6b,False,False
d91d202e1249e9a82edcee596669dcd835470035,False,True
e0f2289baf1018b295992d21b9f5a0677e118c67,True,False
f7fe76f9d4cfb15a5fc8fd39d279a21321230bb1,False,True
156abca1743ef8eacd133d7af410f0b1a93e93d1,True,True
6cc65d907c08e3336fe795253a5bed756ab13da6,False,False
a12c10f79e7e2399282f59b398dd5c17101d4d0e,False,False
4e67c0c7e16f14a8867ba8a45674cde46bd8df4d,False,False
647cd0074620aee915e7dd9a8dbd821b670745bc,False,True
ece2faff71a6cea53d8ca4de27309b62ff302a28,False,False
840b6c6bf7dfec3b243c2411aa9749a81f9524dc,False,True
0929cbf27003da67838d5ffabffa8a8a04bb97a7,True,True
63d617cda213eedeb14549bd32985b8dacb51f61,False,True
2f3a7abb2fed71dffc6707c5b9d05a1923315541,False,True
399c05d9f0441b4042a3064a52311a97b217ad65,False,False
71127bddc8f895f046cb48deaed3afbc425bf938,False,False
83a0d957a3392822bc41e81e3d75ccf1015c6e5d,True,True
00721f1fea7377c2db0890e840b8523dbe2ade3f,False,False
345dcc4aa3f72b8fc3b512d26b61ee12be06567a,False,True
b4e029bbb57e71921038b2086410997b177496c3,True,True
1dcc317c93dfce71b710e6dca3475a3a756472c2,False,True
c5cdf02f8fd161dc9ccf353462d6154f77ed9563,False,False
10443da1f4a5565882291a0af1bf714f4c6f2b24,False,False
3b318bfdecf7cb05a7a01b83a02d34f31fc631dc,False,True
b0da83aac42eb1a7e2990c2d9245802cd4c1b802,True,True
ca42ed3776e419fd947bd10f8a04d6907f5196a6,True,True
d9bdbc5331686f20edae8e5758ccd3c9fead6a6e,True,False
12d007e4a0125125db6258fca99715c1477af7e2,False,False
1fcf3a4367d5be0cbc4a927caa174ccdfd4bb9b6,False,True
c4ea142eb9291a122c7f352be12ad99f8741ff58,True,True
2bbd27b19c760e6531082fb543cafac3e034ed14,False,True
e9397f35ea099f9c410d32b8c584de9a81d2147d,True,True
c1cf4e8ca92515a27d8787ed73853c4985c4a6f2,False,True
dd8a7174a1fed8c7b0f1713d00dd0dd22144936d,False,False
