fix,ns,nd,nf,entrophy,la,ld,lt,ndev,age,nuc,exp,rexp,sexp,contains_bug,author_date_unix_timestamp,commit_type,commit_id
False,2,5,23,3.6307869,3754,0,0,1,0,0,11,0,21,False,1323292816,0,c8142d2dc17fc1d3777689d67d32d010f5d8dfa7
False,2,2,2,0.811278124,4,0,0,1,0,0,23.5,0,22,False,1323292845,0,c8142d2dc17fc1d3777689d67d32d010f5d8dfa7
True,1,1,1,0,1,1,3,1,0.0196875,1,25,51.79365079,2,False,1323294546,0,af90ea5adf06c935ce1d5db4ce996054c94aeed7
False,1,1,1,0,2,3,31,1,0.035972222,1,26,28.7992278,3,False,1323295924,0,82f3f98077bde9ac7c4ff285c593a2f351da5bf2
False,1,1,2,0,5,0,0,1,0,0,0.5,0,1,False,1323301755,0,a454a7bce095b18da240cddf844bfea5a334b7cb
False,1,2,6,2.183563252,72,2,0.833333333,1,0.26070216,2,4.5,1.958948708,7,False,1323369329,0,6bbdfc81a0eabbda47f124553f68718c02304eaa
False,0,0,0,0,0,0,0,0,0,0,0,0,0,False,1323370368,0,fb3ba4067049fc8483bb9b3231eff7caaa95d8f0
False,1,1,1,0,25,0,0,1,0,0,8,0,8,False,1323375272,0,de9e68f3d1df0522dcf42feff5992fdcfac2eb54
False,0,0,0,0,0,0,0,0,0,0,0,0,0,False,1323375522,0,c4f9957832f424de2d4fcc23b9c53e52297b86e6
False,0,0,0,0,0,0,0,0,0,0,0,0,0,False,1323375891,0,577ec19e1947bb126a418b610de56e75bb9cb5d9
True,1,1,1,0,8,8,25,1,0.055902778,1,9,18.88819876,9,False,1323380102,0,2fcfa8118af3261dea55b71d5c729d31a8aeb24c
False,0,0,0,0,0,0,0,0,0,0,0,0,0,False,1323380417,0,e21ee5493b85e0f197fddf2c76e84cb65af5a532
False,1,2,3,0.945563623,213,19,27,1,1.152488426,3,28,1.530253578,25,False,1323392391,0,22b4b25dd9bfdd94a0973ebdb143d0b0607be48b
False,0,0,0,0,0,0,0,0,0,0,0,0,0,False,1323392771,0,8372029b08813ab67289a07a09eebe0dec383a72
True,1,2,2,0.981940787,9,10,123,1,0.049039352,4,30.5,16.29383998,27,False,1323396628,0,ebf5c5445ccf922141ccaaaffdfdd41708897697
False,1,1,1,0,34,35,169,1,0.008032407,3,32,125.4956772,28,False,1323397322,0,b124a58c3d2a1379a74113f9f84dce22fd0e702f
False,0,0,0,0,0,0,0,0,0,0,0,0,0,False,1323397332,0,b124a58c3d2a1379a74113f9f84dce22fd0e702f
False,0,0,0,0,0,0,0,0,0,0,0,0,0,False,1323397405,0,a757ced99c3ed8cfc900d8df56a3f7d8766351db
True,1,2,4,1.276611866,170,20,63.25,2,0.975821759,8,1.5,0.961207331,3,True, 1323474670,2,b3334730f51e5ffb233177a63b9e65d89e92b786
False,1,2,3,1.459147917,10,2,109,2,0.002746914,7,5,162.7977528,6,False,1323475026,0,929c21a1bc3b217bbf5454d884090df80b0c9786
True,1,6,21,0.458283348,4848,1,3.619047619,2,0.002545745,4,17,19.70534748,27,False,1323479289,0,070ef36fbe8cd24ae32dcb10abf3c8b90aa50694
False,1,7,16,1.839420761,4057,9,1.5625,1,0.071764323,2,17.5,1.870906287,25,False,1323479309,0,070ef36fbe8cd24ae32dcb10abf3c8b90aa50694
False,1,2,3,0,11,6,77.33333333,2,0.041589506,7,29,14.7230339,30,False,1323480238,0,09d9ccf598d922076b2a16a9280a67e853c2d4ec
False,1,1,1,0,1,1,76,2,0.02818287,5,31,36.4825462,31,False,1323481724,0,f970751309a862ab7f03aea1d0dd0f38503ad614
False,1,1,1,0,3,3,53,1,2.735335648,1,26,1.365585847,26,False,1323715642,0,0511b0e03affb1cf055310ec5258b5b69e242d34
False,1,1,1,0,32,27,97,2,2.822002315,3,32,1.35435832,32,True, 1323718847,2,27c569c4af71e667d5a7cd1b2264de1f4d3d88e8
False,1,1,3,1.045271927,87,87,59.33333333,2,0.916292438,10,34,152.3668757,35,True, 1323719037,2,0e442abfae6b9515064554ac1dff4387a114ab11
False,1,1,1,0,0,0,0,2,2.771018519,1,36,1.360878137,36,False,1323719654,0,0e15e9377d99051ca0423b269cb9beee42147def
False,1,1,2,0.82932893,255,1,7.5,3,0.008414352,5,0.5,30.21114168,1,True, 1323720491,2,81cc9cbba5b6d3c4cdbdf32f6bf525958b309c30
False,1,3,9,1.539702378,289,111,18.22222222,1,3.057853652,11,31,1.102988392,35,False,1323723589,0,b6d65350f9acd75bdc4c8f2a2277dfd0b162cb1c
True,1,1,1,0,1,1,54,1,0.039282407,3,36,26.45668827,36,False,1323726983,0,c5ca2d0b9cba3e9ebb0576243e49b41839c21d2c
False,0,0,0,0,0,0,0,0,0,0,0,0,0,False,1323727562,0,e8dc977d314c50cf1cf64115526ef938ecc484d1
False,0,0,0,0,0,0,0,0,0,0,0,0,0,False,1323727875,0,c993b849f132e34a624edeefb4cd8b5e72470956
False,1,1,2,0.984883404,77,96,134.5,3,0.094050926,7,2.5,8.97440315,3,True, 1323728617,2,489f41fc23d998a82adbd7bb841f01088d3b7014
False,0,0,0,0,0,0,0,0,0,0,0,0,0,False,1323728718,0,8a7d91e3f269f364525f597c05ed15bc8c2c33c6
False,0,0,0,0,0,0,0,0,0,0,0,0,0,False,1323730233,0,ab5d5f9d7859af2cf742ad4710a1c1d8b4a57b5b
False,1,1,1,0,5,1,3,1,2.924375,1,37,1.341953409,37,False,1323731975,0,f56ed500eaa3686ee863e7e65217c7d8deb77aa8
False,1,1,2,0.978217666,150,150,125,3,0.041053241,9,4.5,19.26895968,5,True, 1323732164,2,af9387ab59e9bdb375f98c793f48a902906418d6
False,0,0,0,0,0,0,0,0,0,0,0,0,0,False,1323732191,0,af9387ab59e9bdb375f98c793f48a902906418d6
False,1,2,2,0.749595257,13,1,27,2,0.034421296,4,0.5,7.762945528,1,False,1323732931,0,b1f1f4dbd2ddda413bf4c5f40f24e1626c6f1c0c
False,1,1,2,0.684038436,6,5,77,3,0.085075231,15,2.5,58.83057052,1,False,1323732951,0,b1f1f4dbd2ddda413bf4c5f40f24e1626c6f1c0c
False,2,2,3,1.15617873,34,1,70,5,0.036662809,22,5,17.69718312,2,False,1323736112,0,5289361f659e99bf0e9a6bcde1579bfce6bca998
False,1,3,3,1.5,3,1,27.33333333,5,0.012596451,7,8,1381.249398,5,False,1323736154,0,5289361f659e99bf0e9a6bcde1579bfce6bca998
False,1,1,1,0,0,11,11,5,0.003171296,2,10,316.3284672,6,False,1323736428,0,88a6b592f3f9f44889eab2454ebefb4e7a2d9988
False,2,3,6,1.463536976,177,198,69.5,5,0.019241898,32,35.5,19.21672731,1,True, 1323737389,2,19cf1843c472663df49faf5470204256b4a66b9d
False,0,0,0,0,0,0,0,0,0,0,0,0,0,False,1323737544,0,b2f1f3b241c8d8f9c6ae21335c11f99283bf56f2
False,0,0,0,0,0,0,0,0,0,0,0,0,0,False,1323737734,0,0e620b897256533ce99eee6eb27ac191e5c3a7b8
True,1,1,1,0,1,1,88,5,0.006574074,11,39,153.1126761,33,False,1323737957,0,293c2c2e0d59b5e1b9ab64d0000edbe469270184
False,0,0,0,0,0,0,0,0,0,0,0,0,0,False,1323738044,0,25d55b303b42875390d3e12fbe28dc2f05299aae
False,1,1,1,0,1,0,88,5,0.002731481,12,11,367.1016949,4,False,1323738193,0,a9e5549d39ce5193ff08395c6a3816c7651ada57
False,0,0,0,0,0,0,0,0,0,0,0,0,0,False,1323738203,0,a9e5549d39ce5193ff08395c6a3816c7651ada57
False,0,0,0,0,0,0,0,0,0,0,0,0,0,False,1323738524,0,e876e674868f8f4867359db387d5c4fb43241de8
False,1,3,4,1.41381685,12,12,-2.5,5,0.010442708,5,13.5,15.40328679,10,False,1323738576,0,e876e674868f8f4867359db387d5c4fb43241de8
False,0,0,0,0,0,0,0,0,0,0,0,0,0,False,1323738577,0,e876e674868f8f4867359db387d5c4fb43241de8
False,0,0,0,0,0,0,0,0,0,0,0,0,0,False,1323738687,0,b80974dd430be6917e1063c84d2fe52c329fe67e
False,0,0,0,0,0,0,0,0,0,0,0,0,0,False,1323740842,0,39bd4c1d7d7222e87d76aa9b704218b1459358fd
False,0,0,0,0,0,0,0,0,0,0,0,0,0,False,1323741650,0,0bbeca6f50b0433906bb59cbfea9a00a1b5d4a28
False,1,1,1,0,2,2,89,5,0.040787037,13,37,25.51759364,37,True, 1323741717,2,d9f3e9e7ae6c83d4abae2c69089bde234d942ad1
False,0,0,0,0,0,0,0,0,0,0,0,0,0,False,1323741734,0,d9f3e9e7ae6c83d4abae2c69089bde234d942ad1
False,1,1,3,1.359330832,21,4,114.6666667,5,0.109614198,16,39,9.049293066,40,True, 1323742185,2,512c1f2695caacdcec26cb1e1f9283603344dc64
False,1,3,3,0.323939215,56,6,27.33333333,5,0.153136574,9,17,4.543572654,13,True, 1323757829,2,f1a005a27fb9d1746c9e56cf527e4e7b3d987968
False,1,1,1,0,1,1,58,5,0.004328704,2,19,232.0160428,14,False,1323758203,0,dbafe137c0105859797dc64daca86effd72b4755
False,1,1,1,0,5,6,58,5,0.022928241,3,20,44.61433619,15,True, 1323760184,2,01cf6a7a06a0693e149b4524ffe7f784b6ce2f37
False,0,0,0,0,0,0,0,0,0,0,0,0,0,False,1323798822,0,0dab0e62c55265da09bdfcfa099a78049a3f93a3
False,1,1,3,0.882002118,118,73,89,5,0.804510031,27,42,1.774236982,43,True, 1323810096,2,f64caa0cf527ee6507c40570b822917b5f392352
True,1,1,1,0,3,3,174,5,0.094259259,3,44,11.60903733,44,False,1323818240,0,7b0873f4f06ee468eddf471df9ee63ffbf82fec8
