commit_id,line,line_level_label,count,line_score,row
fe576e28a6ed8e15d4cdb96313d9f58426715bb0,now = utils.utcnow(),1,3,1.0,1
fe576e28a6ed8e15d4cdb96313d9f58426715bb0,now = timeutils.utcnow(),0,2,0.6666666666666666,2
fe576e28a6ed8e15d4cdb96313d9f58426715bb0,old_enough = (not instance.deleted_at or,0,1,0.3333333333333333,3
fe576e28a6ed8e15d4cdb96313d9f58426715bb0,old_enough = (not instance.deleted_at or utils.is_older_than(,1,1,0.3333333333333333,4
fe576e28a6ed8e15d4cdb96313d9f58426715bb0,if FLAGS.reclaim_instance_interval <= 0:,1,1,0.3333333333333333,5
fe576e28a6ed8e15d4cdb96313d9f58426715bb0,"if utils.is_older_than(instance['created_at'],",1,1,0.3333333333333333,6
fe576e28a6ed8e15d4cdb96313d9f58426715bb0,timeout = FLAGS.running_deleted_instance_timeout,0,1,0.3333333333333333,7
fe576e28a6ed8e15d4cdb96313d9f58426715bb0,if FLAGS.instance_build_timeout == 0:,1,1,0.3333333333333333,8
fe576e28a6ed8e15d4cdb96313d9f58426715bb0,if interval <= 0:,0,1,0.3333333333333333,9
fe576e28a6ed8e15d4cdb96313d9f58426715bb0,interval = FLAGS.reclaim_instance_interval,0,1,0.3333333333333333,10
fe576e28a6ed8e15d4cdb96313d9f58426715bb0,"if timeutils.is_older_than(instance['created_at'], timeout):",0,1,0.3333333333333333,11
fe576e28a6ed8e15d4cdb96313d9f58426715bb0,if timeout == 0:,0,1,0.3333333333333333,12
fe576e28a6ed8e15d4cdb96313d9f58426715bb0,timeout = FLAGS.instance_build_timeout,0,1,0.3333333333333333,13
fe576e28a6ed8e15d4cdb96313d9f58426715bb0,FLAGS.instance_build_timeout):,1,0,0.0,14
fe576e28a6ed8e15d4cdb96313d9f58426715bb0,FLAGS.reclaim_instance_interval)),1,0,0.0,15
fe576e28a6ed8e15d4cdb96313d9f58426715bb0,"instance.deleted_at,",1,0,0.0,16
fe576e28a6ed8e15d4cdb96313d9f58426715bb0,"launched_at=utils.utcnow(),",1,0,0.0,17
fe576e28a6ed8e15d4cdb96313d9f58426715bb0,terminated_at=utils.utcnow()),1,0,0.0,18
fe576e28a6ed8e15d4cdb96313d9f58426715bb0,launched_at=utils.utcnow()),1,0,0.0,19
fe576e28a6ed8e15d4cdb96313d9f58426715bb0,from nova.openstack.common import timeutils,0,0,0.0,20
fe576e28a6ed8e15d4cdb96313d9f58426715bb0,timeout)),0,0,0.0,21
fe576e28a6ed8e15d4cdb96313d9f58426715bb0,interval)),0,0,0.0,22
fe576e28a6ed8e15d4cdb96313d9f58426715bb0,"timeutils.is_older_than(instance.deleted_at,",0,0,0.0,23
fe576e28a6ed8e15d4cdb96313d9f58426715bb0,"launched_at=timeutils.utcnow(),",0,0,0.0,24
fe576e28a6ed8e15d4cdb96313d9f58426715bb0,terminated_at=timeutils.utcnow()),0,0,0.0,25
fe576e28a6ed8e15d4cdb96313d9f58426715bb0,launched_at=timeutils.utcnow()),0,0,0.0,26
fe576e28a6ed8e15d4cdb96313d9f58426715bb0,FLAGS.running_deleted_instance_timeout)),1,0,0.0,27
