commit_id,line,line_level_label,count,line_score,row
33025acc016e68691cbde972fb62e2b766178b80,//NOTE: There is no reason to set the admin server here as the SolrContext will return the primary server,1,4,1.0,1
33025acc016e68691cbde972fb62e2b766178b80,//Make sure we shut down each of the SolrClient references (these is really the Solr clients despite the name),1,3,0.75,2
33025acc016e68691cbde972fb62e2b766178b80,* This creates the proper directories and writes the correct properties files for Solr to run in embedded mode.,1,3,0.75,3
33025acc016e68691cbde972fb62e2b766178b80,"* By having this and then simply disregarding the second and third parameters, we can more easily support 2-core",1,2,0.5,4
33025acc016e68691cbde972fb62e2b766178b80,} catch (Exception e) {,1,2,0.5,5
33025acc016e68691cbde972fb62e2b766178b80,String collectionName = aliasCollectionMap.get(reindex.getDefaultCollection());,1,2,0.5,6
33025acc016e68691cbde972fb62e2b766178b80,String collectionName = aliasCollectionMap.get(primary.getDefaultCollection());,1,2,0.5,7
33025acc016e68691cbde972fb62e2b766178b80,for (int i = 0; i < 1000; i++) {,1,2,0.5,8
33025acc016e68691cbde972fb62e2b766178b80,String collectionName = null;,1,2,0.5,9
33025acc016e68691cbde972fb62e2b766178b80,"+ "" the two instances. All other things, like Zookeeper addresses should be the same."");",1,2,0.5,10
33025acc016e68691cbde972fb62e2b766178b80,//We want to use the Solr APIs to make sure the correct collections are set up.,1,2,0.5,11
33025acc016e68691cbde972fb62e2b766178b80,"public SolrSearchServiceImpl(String solrServer, String reindexServer, String adminServer)",1,2,0.5,12
33025acc016e68691cbde972fb62e2b766178b80,"+ ""and their defaultCollection property must be unique or null.  All other things like the """,1,2,0.5,13
33025acc016e68691cbde972fb62e2b766178b80,"* By having this and then simply disregarding the second parameter, we can more easily support 2-core",1,2,0.5,14
33025acc016e68691cbde972fb62e2b766178b80,} else {,1,2,0.5,15
33025acc016e68691cbde972fb62e2b766178b80,public String getSolrHomePath() {,1,2,0.5,16
33025acc016e68691cbde972fb62e2b766178b80,} catch (Throwable e) {,1,2,0.5,17
33025acc016e68691cbde972fb62e2b766178b80,} finally {,1,2,0.5,18
33025acc016e68691cbde972fb62e2b766178b80,while ((line = br.readLine()) != null) {,1,2,0.5,19
33025acc016e68691cbde972fb62e2b766178b80,"final String baseTempPath = System.getProperty(""java.io.tmpdir"");",1,2,0.5,20
33025acc016e68691cbde972fb62e2b766178b80,"protected String solrCloudConfigName = ""blc"";",1,2,0.5,21
33025acc016e68691cbde972fb62e2b766178b80,* This constructor serves to mimic the one which takes in one {@link SolrClient} argument.,1,2,0.5,22
33025acc016e68691cbde972fb62e2b766178b80,//This is the name of the config that Zookeeper has associated with Solr configs,1,2,0.5,23
33025acc016e68691cbde972fb62e2b766178b80,CloudSolrClient reindex = (CloudSolrClient) SolrContext.getReindexServer();,1,1,0.25,24
33025acc016e68691cbde972fb62e2b766178b80,"public SolrSearchServiceImpl(SolrClient solrServer, SolrClient reindexServer, SolrClient adminServer) {",1,1,0.25,25
33025acc016e68691cbde972fb62e2b766178b80,public void afterPropertiesSet() throws Exception {,1,1,0.25,26
33025acc016e68691cbde972fb62e2b766178b80,if (SolrContext.isSolrCloudMode()) {,1,1,0.25,27
33025acc016e68691cbde972fb62e2b766178b80,CloudSolrClient primary = (CloudSolrClient) SolrContext.getServer();,1,1,0.25,28
33025acc016e68691cbde972fb62e2b766178b80,"//These are the same object instances.  They should be separate instances, with generally",1,1,0.25,29
33025acc016e68691cbde972fb62e2b766178b80,if (primary == null || reindex == null) {,1,1,0.25,30
