commit_id,line,line_level_label,count,line_score,row
4710f40609d08ef66b41c6a9e209bf53e79eabe7,"log.warn(""Could not parse OpenShift configuration file: "" + file);",1,4,1.0,1
4710f40609d08ef66b41c6a9e209bf53e79eabe7,"log.debug(""Parsing OpenShift configuration: "" + file);",1,3,0.75,2
4710f40609d08ef66b41c6a9e209bf53e79eabe7,"String homeDir = System.getProperty(""user.home"", ""."");",1,0,0.0,3
4710f40609d08ef66b41c6a9e209bf53e79eabe7,if (text.startsWith(tokenPrefix)) {,1,0,0.0,4
4710f40609d08ef66b41c6a9e209bf53e79eabe7,continue;,1,0,0.0,5
4710f40609d08ef66b41c6a9e209bf53e79eabe7,"if (line.startsWith(""users:"")) {",1,0,0.0,6
4710f40609d08ef66b41c6a9e209bf53e79eabe7,inUsers = true;,1,0,0.0,7
4710f40609d08ef66b41c6a9e209bf53e79eabe7,} else {,1,0,0.0,8
4710f40609d08ef66b41c6a9e209bf53e79eabe7,char ch = line.charAt(0);,1,0,0.0,9
4710f40609d08ef66b41c6a9e209bf53e79eabe7,if (Character.isWhitespace(ch) || ch == '-') {,1,0,0.0,10
4710f40609d08ef66b41c6a9e209bf53e79eabe7,if (inUsers) {,1,0,0.0,11
4710f40609d08ef66b41c6a9e209bf53e79eabe7,String text = line.trim();,1,0,0.0,12
4710f40609d08ef66b41c6a9e209bf53e79eabe7,String token = text.substring(tokenPrefix.length()).trim();,1,0,0.0,13
4710f40609d08ef66b41c6a9e209bf53e79eabe7,return new File(file);,1,0,0.0,14
4710f40609d08ef66b41c6a9e209bf53e79eabe7,if (line.isEmpty()) {,1,0,0.0,15
4710f40609d08ef66b41c6a9e209bf53e79eabe7,answer = token;,1,0,0.0,16
4710f40609d08ef66b41c6a9e209bf53e79eabe7,inUsers = false;,1,0,0.0,17
4710f40609d08ef66b41c6a9e209bf53e79eabe7,} catch (Exception e) {,1,0,0.0,18
4710f40609d08ef66b41c6a9e209bf53e79eabe7,return answer;,1,0,0.0,19
4710f40609d08ef66b41c6a9e209bf53e79eabe7,public static File getOpenShiftConfigFile() {,1,0,0.0,20
4710f40609d08ef66b41c6a9e209bf53e79eabe7,String file = System.getProperty(OPENSHIFT_CONFIG_FILE_PROPERTY);,1,0,0.0,21
4710f40609d08ef66b41c6a9e209bf53e79eabe7,if (file != null) {,1,0,0.0,22
4710f40609d08ef66b41c6a9e209bf53e79eabe7,if (Strings.isNotBlank(token)) {,1,0,0.0,23
4710f40609d08ef66b41c6a9e209bf53e79eabe7,},1,0,0.0,24
4710f40609d08ef66b41c6a9e209bf53e79eabe7,break;,1,0,0.0,25
4710f40609d08ef66b41c6a9e209bf53e79eabe7,return null;,0,0,0.0,26
4710f40609d08ef66b41c6a9e209bf53e79eabe7,import io.fabric8.kubernetes.api.extensions.Configs;,0,0,0.0,27
4710f40609d08ef66b41c6a9e209bf53e79eabe7,import io.fabric8.kubernetes.api.model.config.Config;,0,0,0.0,28
4710f40609d08ef66b41c6a9e209bf53e79eabe7,import io.fabric8.kubernetes.api.model.config.Context;,0,0,0.0,29
4710f40609d08ef66b41c6a9e209bf53e79eabe7,Config config = Configs.parseConfigs();,0,0,0.0,30
4710f40609d08ef66b41c6a9e209bf53e79eabe7,if (config != null) {,0,0,0.0,31
4710f40609d08ef66b41c6a9e209bf53e79eabe7,Context context = Configs.getCurrentContext(config);,0,0,0.0,32
4710f40609d08ef66b41c6a9e209bf53e79eabe7,if (context != null) {,0,0,0.0,33
4710f40609d08ef66b41c6a9e209bf53e79eabe7,"return Configs.getUserToken(config, context);",0,0,0.0,34
4710f40609d08ef66b41c6a9e209bf53e79eabe7,"public static final String OPENSHIFT_CONFIG_FILE_PROPERTY = ""openshift.config.file"";",1,0,0.0,35
4710f40609d08ef66b41c6a9e209bf53e79eabe7,if (line == null) {,1,0,0.0,36
4710f40609d08ef66b41c6a9e209bf53e79eabe7,File file = getOpenShiftConfigFile();,1,0,0.0,37
4710f40609d08ef66b41c6a9e209bf53e79eabe7,String answer = null;,1,0,0.0,38
4710f40609d08ef66b41c6a9e209bf53e79eabe7,if (file.exists() && file.isFile()) {,1,0,0.0,39
4710f40609d08ef66b41c6a9e209bf53e79eabe7,"String tokenPrefix = ""token:"";",1,0,0.0,40
4710f40609d08ef66b41c6a9e209bf53e79eabe7,try (BufferedReader reader = new BufferedReader(new FileReader(file))) {,1,0,0.0,41
4710f40609d08ef66b41c6a9e209bf53e79eabe7,boolean inUsers = false;,1,0,0.0,42
4710f40609d08ef66b41c6a9e209bf53e79eabe7,while (true) {,1,0,0.0,43
4710f40609d08ef66b41c6a9e209bf53e79eabe7,String line = reader.readLine();,1,0,0.0,44
4710f40609d08ef66b41c6a9e209bf53e79eabe7,"return new File(homeDir, "".config/openshift/config"");",1,0,0.0,45
