commit_id,line,line_level_label,count,line_score,row
656b87501ea028b9f16b6345904933ded61486eb,"Function f = this.functions.get(prefix + "":"" + localName);",0,8,1.0,1
656b87501ea028b9f16b6345904933ded61486eb,"Function f = this.functions.get(prefix + "":"" + localName);",1,8,1.0,2
656b87501ea028b9f16b6345904933ded61486eb,"String key = prefix + "":"" + localName;",0,6,0.75,3
656b87501ea028b9f16b6345904933ded61486eb,"protected Map<String, Function> functions = new ConcurrentHashMap<>();",0,5,0.625,4
656b87501ea028b9f16b6345904933ded61486eb,"protected Map<String, Function> functions = null;",1,5,0.625,5
656b87501ea028b9f16b6345904933ded61486eb,"Function f = new Function(prefix, localName, m);",0,4,0.5,6
656b87501ea028b9f16b6345904933ded61486eb,"Function f = new Function(prefix, localName, m);",1,4,0.5,7
656b87501ea028b9f16b6345904933ded61486eb,this.functions = new HashMap<>();,1,3,0.375,8
656b87501ea028b9f16b6345904933ded61486eb,return null;,0,2,0.25,9
656b87501ea028b9f16b6345904933ded61486eb,return null;,1,2,0.25,10
656b87501ea028b9f16b6345904933ded61486eb,return f.getMethod();,1,1,0.125,11
656b87501ea028b9f16b6345904933ded61486eb,"public void addFunction(String prefix, String localName, Method m) {",1,1,0.125,12
656b87501ea028b9f16b6345904933ded61486eb,return f.getMethod();,0,1,0.125,13
656b87501ea028b9f16b6345904933ded61486eb,"public void mapFunction(String prefix, String localName, Method m) {",0,1,0.125,14
656b87501ea028b9f16b6345904933ded61486eb,import java.util.HashMap;,1,0,0.0,15
656b87501ea028b9f16b6345904933ded61486eb,synchronized (this) {,1,0,0.0,16
656b87501ea028b9f16b6345904933ded61486eb,},1,0,0.0,17
656b87501ea028b9f16b6345904933ded61486eb,if (this.functions == null) {,1,0,0.0,18
656b87501ea028b9f16b6345904933ded61486eb,if (this.functions != null) {,1,0,0.0,19
656b87501ea028b9f16b6345904933ded61486eb,* @version $Id$,1,0,0.0,20
656b87501ea028b9f16b6345904933ded61486eb,import java.util.concurrent.ConcurrentHashMap;,0,0,0.0,21
656b87501ea028b9f16b6345904933ded61486eb,"functions.put(key, f);",0,0,0.0,22
656b87501ea028b9f16b6345904933ded61486eb,} else {,0,0,0.0,23
656b87501ea028b9f16b6345904933ded61486eb,functions.remove(key);,0,0,0.0,24
656b87501ea028b9f16b6345904933ded61486eb,if (m == null) {,0,0,0.0,25
656b87501ea028b9f16b6345904933ded61486eb,@Override,0,0,0.0,26
656b87501ea028b9f16b6345904933ded61486eb,if (f == null) {,0,0,0.0,27
656b87501ea028b9f16b6345904933ded61486eb,"this.functions.put(prefix+"":""+localName, f);",1,0,0.0,28
