fix_commit_hash,commit_hash,change_type,is_buggy_line,code_change_remove_common_tokens
8f15329c5ceee91bd1c6aa6ead915b30f6b41a34,efb505f64bb50d08b082c0bf7d85bdcea945c940,added,0,this._relatedContainerInserted = false;
8f15329c5ceee91bd1c6aa6ead915b30f6b41a34,efb505f64bb50d08b082c0bf7d85bdcea945c940,added,0,this._relatedContainerInsertedHandler = this._relatedContainerInsertedHandler.bind(this);
8f15329c5ceee91bd1c6aa6ead915b30f6b41a34,efb505f64bb50d08b082c0bf7d85bdcea945c940,added,0,"this.$relatedContainer.on(""DOMNodeInserted"", this._relatedContainerInsertedHandler);"
8f15329c5ceee91bd1c6aa6ead915b30f6b41a34,efb505f64bb50d08b082c0bf7d85bdcea945c940,added,0,// Listen to the window resize event to reposition the relatedContainer
8f15329c5ceee91bd1c6aa6ead915b30f6b41a34,efb505f64bb50d08b082c0bf7d85bdcea945c940,added,0,// when the hostEditor's scrollbars visibility changes
8f15329c5ceee91bd1c6aa6ead915b30f6b41a34,efb505f64bb50d08b082c0bf7d85bdcea945c940,added,0,"$(window).on(""resize"", this._updateRelatedContainer);"
8f15329c5ceee91bd1c6aa6ead915b30f6b41a34,efb505f64bb50d08b082c0bf7d85bdcea945c940,added,0,"$(window).off(""resize"", this._updateRelatedContainer);"
8f15329c5ceee91bd1c6aa6ead915b30f6b41a34,efb505f64bb50d08b082c0bf7d85bdcea945c940,added,0,};
8f15329c5ceee91bd1c6aa6ead915b30f6b41a34,efb505f64bb50d08b082c0bf7d85bdcea945c940,added,0,/**
8f15329c5ceee91bd1c6aa6ead915b30f6b41a34,efb505f64bb50d08b082c0bf7d85bdcea945c940,added,0,* @private
8f15329c5ceee91bd1c6aa6ead915b30f6b41a34,efb505f64bb50d08b082c0bf7d85bdcea945c940,added,0,* Set _relatedContainerInserted flag once the $relatedContainer is inserted in the DOM.
8f15329c5ceee91bd1c6aa6ead915b30f6b41a34,efb505f64bb50d08b082c0bf7d85bdcea945c940,added,0,*/
8f15329c5ceee91bd1c6aa6ead915b30f6b41a34,efb505f64bb50d08b082c0bf7d85bdcea945c940,added,0,CSSInlineEditor.prototype._relatedContainerInsertedHandler = function () {
8f15329c5ceee91bd1c6aa6ead915b30f6b41a34,efb505f64bb50d08b082c0bf7d85bdcea945c940,added,0,"this.$relatedContainer.off(""DOMNodeInserted"", this._relatedContainerInsertedHandler);"
8f15329c5ceee91bd1c6aa6ead915b30f6b41a34,efb505f64bb50d08b082c0bf7d85bdcea945c940,added,0,this._relatedContainerInserted = true;
8f15329c5ceee91bd1c6aa6ead915b30f6b41a34,efb505f64bb50d08b082c0bf7d85bdcea945c940,added,0,"scrollerBottom = scrollerTop + hostScroller.clientHeight,"
8f15329c5ceee91bd1c6aa6ead915b30f6b41a34,efb505f64bb50d08b082c0bf7d85bdcea945c940,added,0,"scrollerLeft = $(hostScroller).offset().left,"
8f15329c5ceee91bd1c6aa6ead915b30f6b41a34,efb505f64bb50d08b082c0bf7d85bdcea945c940,added,0,rightOffset = $(document.body).outerWidth() - (scrollerLeft + hostScroller.clientWidth);
8f15329c5ceee91bd1c6aa6ead915b30f6b41a34,efb505f64bb50d08b082c0bf7d85bdcea945c940,added,0,// Constrain relatedContainer width to half of the scroller width
8f15329c5ceee91bd1c6aa6ead915b30f6b41a34,efb505f64bb50d08b082c0bf7d85bdcea945c940,added,0,var relatedContainerWidth = this.$relatedContainer.width();
8f15329c5ceee91bd1c6aa6ead915b30f6b41a34,efb505f64bb50d08b082c0bf7d85bdcea945c940,added,0,if (this._relatedContainerInserted) {
8f15329c5ceee91bd1c6aa6ead915b30f6b41a34,efb505f64bb50d08b082c0bf7d85bdcea945c940,added,0,if (this._relatedContainerDefaultWidth === undefined) {
8f15329c5ceee91bd1c6aa6ead915b30f6b41a34,efb505f64bb50d08b082c0bf7d85bdcea945c940,added,0,this._relatedContainerDefaultWidth = relatedContainerWidth;
8f15329c5ceee91bd1c6aa6ead915b30f6b41a34,efb505f64bb50d08b082c0bf7d85bdcea945c940,added,0,}
8f15329c5ceee91bd1c6aa6ead915b30f6b41a34,efb505f64bb50d08b082c0bf7d85bdcea945c940,added,0,var halfWidth = hostScroller.clientWidth / 2;
8f15329c5ceee91bd1c6aa6ead915b30f6b41a34,efb505f64bb50d08b082c0bf7d85bdcea945c940,added,0,if (this._relatedContainerDefaultWidth >= halfWidth) {
