fix_commit_hash,commit_hash,change_type,is_buggy_line,code_change_remove_common_tokens
a340d3fe1b8e1f657351c8a32ff74b3cbcc3a8ff,63ad073efd0b20f59f02bc37182c0180cac3f405,added,0,user_id = req.environ['nova.context']['user']['id']
a340d3fe1b8e1f657351c8a32ff74b3cbcc3a8ff,63ad073efd0b20f59f02bc37182c0180cac3f405,added,0,"delay = self.get_delay(action_name, user_id)"
a340d3fe1b8e1f657351c8a32ff74b3cbcc3a8ff,63ad073efd0b20f59f02bc37182c0180cac3f405,deleted,1,username = req.headers['X-Auth-User']
a340d3fe1b8e1f657351c8a32ff74b3cbcc3a8ff,63ad073efd0b20f59f02bc37182c0180cac3f405,deleted,1,"delay = self.get_delay(action_name, username)"
a340d3fe1b8e1f657351c8a32ff74b3cbcc3a8ff,8138a35d3672e08640762b7533c1c527568d0b4f,added,0,user_id = req.environ['nova.context']['user']['id']
a340d3fe1b8e1f657351c8a32ff74b3cbcc3a8ff,8138a35d3672e08640762b7533c1c527568d0b4f,added,0,"delay = self.get_delay(action_name, user_id)"
a340d3fe1b8e1f657351c8a32ff74b3cbcc3a8ff,8138a35d3672e08640762b7533c1c527568d0b4f,deleted,1,username = req.headers['X-Auth-User']
a340d3fe1b8e1f657351c8a32ff74b3cbcc3a8ff,8138a35d3672e08640762b7533c1c527568d0b4f,deleted,1,"delay = self.get_delay(action_name, username)"
7d66725e5a1e5438453aedcec809f8a25fae08d8,b945fed7779bddf799aa4a180d44745052d2da8c,added,0,our_rules += ['-A %s -s %s -p udp --sport 67 --dport 68 '
7d66725e5a1e5438453aedcec809f8a25fae08d8,b945fed7779bddf799aa4a180d44745052d2da8c,added,0,"'-j ACCEPT' % (chain_name, dhcp_server)]"
7d66725e5a1e5438453aedcec809f8a25fae08d8,b945fed7779bddf799aa4a180d44745052d2da8c,added,0,our_rules += ['-A %s -s %s -p icmpv6 '
7d66725e5a1e5438453aedcec809f8a25fae08d8,b945fed7779bddf799aa4a180d44745052d2da8c,added,0,"'-j ACCEPT' % (chain_name, ra_server)]"
7d66725e5a1e5438453aedcec809f8a25fae08d8,b945fed7779bddf799aa4a180d44745052d2da8c,deleted,1,our_rules += ['-A %s -s %s -p udp --sport 67 --dport 68' %
7d66725e5a1e5438453aedcec809f8a25fae08d8,b945fed7779bddf799aa4a180d44745052d2da8c,deleted,1,"(chain_name, dhcp_server)]"
7d66725e5a1e5438453aedcec809f8a25fae08d8,b945fed7779bddf799aa4a180d44745052d2da8c,deleted,1,our_rules += ['-A %s -s %s -p icmpv6' %
7d66725e5a1e5438453aedcec809f8a25fae08d8,b945fed7779bddf799aa4a180d44745052d2da8c,deleted,1,"(chain_name, ra_server)]"
cbcda1ec466fd498fb8e9fe47c72b52c2d4b3dde,e21763b15948603e618d4435335ef3785dc5660a,added,0,"self.flags(vmwareapi_host_ip='test_url',"
cbcda1ec466fd498fb8e9fe47c72b52c2d4b3dde,e21763b15948603e618d4435335ef3785dc5660a,added,0,"vmwareapi_host_username='test_username',"
cbcda1ec466fd498fb8e9fe47c72b52c2d4b3dde,e21763b15948603e618d4435335ef3785dc5660a,added,0,vmware_host_password='test_pass')
cbcda1ec466fd498fb8e9fe47c72b52c2d4b3dde,e21763b15948603e618d4435335ef3785dc5660a,deleted,1,FLAGS.vmwareapi_host_ip = 'test_url'
cbcda1ec466fd498fb8e9fe47c72b52c2d4b3dde,e21763b15948603e618d4435335ef3785dc5660a,deleted,1,FLAGS.vmwareapi_host_username = 'test_username'
cbcda1ec466fd498fb8e9fe47c72b52c2d4b3dde,e21763b15948603e618d4435335ef3785dc5660a,deleted,1,FLAGS.vmwareapi_host_password = 'test_pass'
cbcda1ec466fd498fb8e9fe47c72b52c2d4b3dde,7a60b5c406336c5f410d1a98868c3f93d888ea0c,added,0,"RESP_NOT_XML_ERROR = 'Response is ""text/html"", not ""text/xml""'"
cbcda1ec466fd498fb8e9fe47c72b52c2d4b3dde,7a60b5c406336c5f410d1a98868c3f93d888ea0c,deleted,1,"RESP_NOT_XML_ERROR = 'Response is ""text/html"", not ""text/xml'"
2c16115e236760f3933eadd3a5d7d20dda39866d,7f2a4fdf5e43620081e163fc46f2ca4fdefd18f3,added,0,"def rescue(self, req, id, body={}):"
2c16115e236760f3933eadd3a5d7d20dda39866d,7f2a4fdf5e43620081e163fc46f2ca4fdefd18f3,added,0,if 'rescue' in body and body['rescue'] and \
2c16115e236760f3933eadd3a5d7d20dda39866d,7f2a4fdf5e43620081e163fc46f2ca4fdefd18f3,added,0,'adminPass' in body['rescue']:
2c16115e236760f3933eadd3a5d7d20dda39866d,7f2a4fdf5e43620081e163fc46f2ca4fdefd18f3,added,0,"password = body[""rescue""][""adminPass""]"
