commit_id,date,message
c08a7a657e0f8947aa15a4e579d8218b758d9905,2010-05-25 13:21:25+00:00,"renamed modules org.springframework.integration.* -> spring-integration-*
@Ignore'd SimpleTcpNetOutboundGatewayTests#testOutboundClose() to avoid failure; this failure is correlated to the module name change, but hard to understand how it would be caused by it"
4689ae17ac8ca0914fb7c4476c76a93dc2bac7c7,2010-06-23 21:59:03+00:00,INT-1139 added a test demonstrating the use of #args.foo in an expression
90c6b585018082b92b8cfe2f2614137bda2367ec,2010-07-19 20:52:14+00:00,"INT-946 rolled back the change (... namespace=""##local"" . . . to namespace=""##other"") due to the failing tests in other namespaces"
a5031020e75217881f545bc0c4dd615ff19013c6,2010-08-01 15:49:23+00:00,"INT-1307 Updated schema to make sure its compatible with Java 5 (when using <xsd:any namespace=""##other""..> and <beans:bean. . .> element we were violating Unique Particle Attribute, so sine we already say any-other, there is no need to explicitly include <beans:bean>),  changed ControlBusXmlTest.anonymousConsumerRegistered() since it was throwing MalformedObjectNameException: invalid character '*' which was used in 'generated=*'"
b85ed0fe279daee8322a6f9a4342af0938596422,2010-08-24 10:45:13+00:00,"fixed a compilation issue stemming from Java 1.5 != 1.6 compatible. (that's twice i've been bitten by the Properties class supporting a completely obvious #store(writer, String) variant!"
245ae1d5fad32653c997774925207ea97ebec5d4,2010-08-24 11:02:46+00:00,"fixed a compilation issue stemming from Java 1.5 != 1.6 compatible. (that's twice i've been bitten by the Properties class supporting a completely obvious #store(writer, String) variant!"
5c7f97f1015cc67e6b8ee71177ae1b877482e832,2010-09-02 14:19:57+00:00,"INT-1401 EvaluationContext variable names are now fixed (#return, #method, #args, and #exception)"
1ab977f84c25476dd27fb84003c230081d87603c,2011-05-24 15:05:38-04:00,typo in doc as pointed out in forum: http://forum.springsource.org/showthread.php?73703&p=363951#post363951
25c421e82c63b4af1c3a5b0fcd5ff3e692876801,2011-07-29 16:52:53-04:00,Fixed #INT-2021 Clean up formatting issues in chapter 11 (File Support) of the reference documentation; #INT-1967 Standardize namespace pre-fixes in documentation
6497a72bdc7b48015fd1d7f8d5cc5a3f6708a3a2,2011-07-29 18:08:49-04:00,Fixed #INT-2021 Clean up formatting issues in chapter 11 (File Support) of the reference documentation
9fae5bf47740f4d3de58c19b7fe27e6032b27e45,2011-07-31 10:38:00-04:00,Fixed #INT-1984 - Error documentation about Converter; #INT-1967 Standardize namespace pre-fixes in documentation
78c479eb0564271b12e9bcd42ee6734d96c8f401,2011-07-31 11:10:53-04:00,Fixed #INT-1984 - Error documentation about Converter; #INT-1967 Standardize namespace pre-fixes in documentation
3887f5505593e39ec705d373dcb6d824198b12b6,2011-07-31 15:28:21-04:00,#INT-1967 Standardize namespace pre-fixes in documentation
f35c9b8c3a2b164e4159f82e446e98967fef39b9,2011-07-31 23:51:04-04:00,#INT-1987 - Add a paragraph/section to the beginning of the Reference Manual explaining the usage of namespace prefixes
ffc4b07abbac9b2cc45cfbb17d90c94a01897478,2011-07-31 23:56:42-04:00,#INT-1967 Standardize namespace pre-fixes in documentation
bce562368c0283e6b31bfff20014740fe2579100,2011-08-11 10:19:28-07:00,"Merge pull request #4 from olegz/INT-2040

INT-2040 changed signature of MessageStore.getMessageCount() to return lo"
5eaa57df11e08be55dfb0318106e0ea665b2f955,2011-08-11 11:10:29-07:00,"Merge pull request #5 from markfisher/INT-2046

INT-2046 added @ManagedAttribute to MessageStores"
ab47ca704b9e3cf495fe31f4db9c86a757952efa,2011-08-12 09:21:45-04:00,"Merge pull request #6 from olegz/INT-2030

INT-2030 polished RedisMessageGroup

1. simplified size() method to simply return the sum of sizes from marked and unmarked
2. removed System,out.println
3. added more assertions to tests
4. cosmetic changes"
a352f1951408845ed53c11e6d194636bd0878ffe,2011-08-12 13:03:23-04:00,"Revert ""Merge pull request #6 from olegz/INT-2030""

Backing out this change in order to use the merge commit approach.

This reverts commit ab47ca704b9e3cf495fe31f4db9c86a757952efa."
6d3eac8c4935c346be7fbeae652a7da24ef84a9e,2011-08-12 13:09:31-04:00,"Merge pull request #6 from olegz/INT-2030

INT-2030 polished RedisMessageGroup"
11680bae2276a9942b2643e3e36a1f40f74e751b,2011-08-13 12:05:42-07:00,"Merge pull request #7 from garyrussell/INT-2040

INT-2040 Broken JMX Test"
b4f200fe381d41251065e1d2b566bf8aa2ac5a3d,2011-08-13 15:16:46-04:00,"Merge pull request #9 from garyrussell/INT-1884

Fix Intermittent Test Failure

Issue: INT-1884"
