commit_id,date,message
ee8c92e62c8a0cae8e3090aa2ab23c69612a17da,2006-04-26 06:10:53+00:00,"Fix that StandardSession#getLastAccessedTime() uses correct exception message

git-svn-id: https://svn.apache.org/repos/asf/tomcat/tc6.0.x/trunk@397098 13f79535-47bb-0310-9956-ffa450edef68"
34bd7ef64c1a15df45f14afc90e61f67e469c819,2006-08-09 14:44:50+00:00,"Fixed deadlock issue with thread pool
Fixed error catches for a known JDK bug on windows #5076772 
Added in the ability to have more than one poller, although performance actually gets worse
Next steps: hand off setting socket options etc to the worker thread for faster acceptance of new socket


git-svn-id: https://svn.apache.org/repos/asf/tomcat/tc6.0.x/trunk@430064 13f79535-47bb-0310-9956-ffa450edef68"
a91b95efc9c1ca7c30946ecc9e0dc111f5ccebee,2006-08-28 04:49:31+00:00,"Porting fix for BZ #40306

git-svn-id: https://svn.apache.org/repos/asf/tomcat/tc6.0.x/trunk@437530 13f79535-47bb-0310-9956-ffa450edef68"
0ea770e04004528fa2fa1b6ebf46236d5221a635,2006-09-18 20:10:04+00:00,"- When EL is ignored, restore '#' correctly in template text.

git-svn-id: https://svn.apache.org/repos/asf/tomcat/tc6.0.x/trunk@447535 13f79535-47bb-0310-9956-ffa450edef68"
0e360f39c2ab4e39d427f67b3fb024c9e08b633a,2006-10-21 23:30:39+00:00,"Update license header in TC6 trunk to comply with:
http://www.apache.org/legal/src-headers.html#headers

It does compile but I need to check the commit message carefully to ensure the script hasn't changed anything it shouldn't have done.

git-svn-id: https://svn.apache.org/repos/asf/tomcat/tc6.0.x/trunk@466609 13f79535-47bb-0310-9956-ffa450edef68"
27928b33b7f9787439d4787eb4aa882688798594,2007-04-03 10:45:51+00:00,"Fix #41973 by not initializing IPV6 if address is null.
APR cannot listen both on IPV4 and IPV6 on some platforms
(e.g BSD and Windows).

git-svn-id: https://svn.apache.org/repos/asf/tomcat/tc6.0.x/trunk@525132 13f79535-47bb-0310-9956-ffa450edef68"
8980bfd16828dec273359ecc096b4bf2a56ff331,2007-04-03 10:47:06+00:00,"Fix #41973 by not initializing IPV6 if address is null.
APR cannot listen both on IPV4 and IPV6 on some platforms
(e.g BSD and Windows).

git-svn-id: https://svn.apache.org/repos/asf/tomcat/tc6.0.x/trunk@525133 13f79535-47bb-0310-9956-ffa450edef68"
787bacb087f22dd2af9c77a0a0002dcbc48af612,2007-05-20 22:28:47+00:00,"Always reset the MB when doing getBytes

Fix for bug #36155

1) an unconditional reset is cheap if I'm going to call MB.setBytes
2) the JK connector doesn't support any charset except iso-latin-1 anyway
3) This particular connector is on the fast track to deprecated


git-svn-id: https://svn.apache.org/repos/asf/tomcat/tc6.0.x/trunk@539971 13f79535-47bb-0310-9956-ffa450edef68"
9c37a0110a695c837bd8613b1ee3f14e7f8c16c3,2007-08-28 13:33:18+00:00,"Fix bug 43216: Set correct StandardSession#accessCount as StandardSession.ACTIVITY_CHECK is true.


git-svn-id: https://svn.apache.org/repos/asf/tomcat/tc6.0.x/trunk@570417 13f79535-47bb-0310-9956-ffa450edef68"
4b17634ed0bacda764384e271cb0d3eace61282e,2007-09-23 23:33:56+00:00,"bug 41797: CNFE/NPE thrown from function mapper when externalizing
Patch by Tuomas Kiviaho- tuomas.kiviahos at ikis fi
(submit part2 of the patch as seem in comment #3)

(Format police - help!!! I did my best)



git-svn-id: https://svn.apache.org/repos/asf/tomcat/tc6.0.x/trunk@578610 13f79535-47bb-0310-9956-ffa450edef68"
