fix_commit_hash,commit_hash,change_type,is_buggy_line,code_change_remove_common_tokens
7b93f573331df0e7dd92ab5ff5e36f3df7629cc6,f1ad272fc07042001086e1a8291adeab35ca074b,added,0,/**
7b93f573331df0e7dd92ab5ff5e36f3df7629cc6,f1ad272fc07042001086e1a8291adeab35ca074b,added,0,* Outer most HttpServletRequest in the chain
7b93f573331df0e7dd92ab5ff5e36f3df7629cc6,f1ad272fc07042001086e1a8291adeab35ca074b,added,0,*/
7b93f573331df0e7dd92ab5ff5e36f3df7629cc6,f1ad272fc07042001086e1a8291adeab35ca074b,added,0,HttpServletRequest hrequest = null;
7b93f573331df0e7dd92ab5ff5e36f3df7629cc6,f1ad272fc07042001086e1a8291adeab35ca074b,added,0,* Outermost HttpServletResponse in the chain
7b93f573331df0e7dd92ab5ff5e36f3df7629cc6,f1ad272fc07042001086e1a8291adeab35ca074b,added,0,HttpServletResponse hresponse = null;
7b93f573331df0e7dd92ab5ff5e36f3df7629cc6,f1ad272fc07042001086e1a8291adeab35ca074b,added,0,wrapResponse(state);
7b93f573331df0e7dd92ab5ff5e36f3df7629cc6,f1ad272fc07042001086e1a8291adeab35ca074b,added,0,if ((servletPath == null) && (pathInfo == null)) {
7b93f573331df0e7dd92ab5ff5e36f3df7629cc6,f1ad272fc07042001086e1a8291adeab35ca074b,added,0,HttpServletRequest hrequest = state.hrequest;
7b93f573331df0e7dd92ab5ff5e36f3df7629cc6,f1ad272fc07042001086e1a8291adeab35ca074b,added,0,if (name != null) {
7b93f573331df0e7dd92ab5ff5e36f3df7629cc6,f1ad272fc07042001086e1a8291adeab35ca074b,added,0,HttpServletResponse hresponse = state.hresponse;
7b93f573331df0e7dd92ab5ff5e36f3df7629cc6,f1ad272fc07042001086e1a8291adeab35ca074b,added,0,if(state.hrequest == null && (current instanceof HttpServletRequest))
7b93f573331df0e7dd92ab5ff5e36f3df7629cc6,f1ad272fc07042001086e1a8291adeab35ca074b,added,0,state.hrequest = (HttpServletRequest)current;
