commit_id,date,message
e7738e3c4c18c9e965ef36fa65d771c460883c76,2007-04-19 21:00:40+00:00,"Fixed bug reported at: http://www.nabble.com/-camel--Splitter-problem-tf3609288s2354.html#a10085314



git-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@530545 13f79535-47bb-0310-9956-ffa450edef68"
813a5a714a04416eeeca054dd8289c9ca2348be6,2007-04-24 12:45:22+00:00,"applied patch from dr.jeff  http://www.nabble.com/-camel--camel-xml-schema-problem-tf3627720s2354.html#a10129819

git-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@531910 13f79535-47bb-0310-9956-ffa450edef68"
e7fe902675851f1bda79e2235f10129a2411c4dc,2007-08-06 19:20:45+00:00,"renamed the serviceExporter and proxyFactory elements to export and proxy per the following email thread:
http://www.nabble.com/Embedded-and-hidden-routing-in-Camel-tf4207889s22882.html#a12002552



git-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@563227 13f79535-47bb-0310-9956-ffa450edef68"
b70a94b4b138f01980607ca2b67998f6436f9310,2007-08-09 08:28:57+00:00,"added test case and patch for issue brought up here: http://www.nabble.com/Problem-with-ETL-example-tf4235529s22882.html#a12064538

git-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@564139 13f79535-47bb-0310-9956-ffa450edef68"
1e5d2774bbce0d8903d4a01f66d2eeb2d5f330bb,2007-08-17 15:34:07+00:00,"added test case for discussion:  http://www.nabble.com/MethodName-in-header-is-ignored-by-beanRef%28%29-tf4285009s22882.html#a12197583

git-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@567070 13f79535-47bb-0310-9956-ffa450edef68"
efaed5169f5ab3c63cdf5e38157817fc0552726a,2007-08-23 13:46:14+00:00,"made the creation of the embedded Jetty server lazy, so its only created when you consume from a http endpoint. See http://www.nabble.com/Consuming-from-a-http-endpoint-tf4314211s22882.html#a12283406

git-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@568989 13f79535-47bb-0310-9956-ffa450edef68"
e96d2c2571085922658336bc5f4bc16474c11f90,2007-08-25 07:25:41+00:00,"SendProducer was not starting the producer. Thanks to the catch from Nicky: http://www.nabble.com/SendProcessor-doStart-tf4324311s22882.html#a12314915

git-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@569633 13f79535-47bb-0310-9956-ffa450edef68"
4bd6b35dda69bf23cefa9a24ea00257247c91ff9,2007-08-28 08:31:31+00:00,"Patch applied from Nicky Sandhu:  http://www.nabble.com/out-body-expressions-tf4337934s22882.html#a12356586

git-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@570342 13f79535-47bb-0310-9956-ffa450edef68"
f9f6bdfe4d8c98053674b98b590c25d02ec4a18b,2007-08-29 07:45:18+00:00,"applied patch by Nicky: http://www.nabble.com/CamelTemplate-send-method-tf4344828s22882.html#a12378150

git-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@570670 13f79535-47bb-0310-9956-ffa450edef68"
32d964fbf06d2c6711ad06f6e10390faa63e697f,2007-08-31 15:16:51+00:00,"added a test case from Neil Thorne which dug up a few different issues such as arrays were not properly being iterated over by the splitter and XPath expressions which were not properly evaluating things like a/b to all the matching values, just the first string matched value. For more details see: http://www.nabble.com/Problem-with-XPath-splitters-tf4357605s22882.html#a12418572

git-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@571489 13f79535-47bb-0310-9956-ffa450edef68"
