commit_id,actual,predicted
ce8665f527ca0e95932bfae5555d3be8fe9627b0,True,True
d1b88e83c7e54b352e073bc08e1a37cbdbbca373,False,True
36a1ee41206e92af3876959fc586e91f5a888bfd,True,True
aabfd1a074b20e22e0e70626689d879d3022cc69,False,True
30224b254825a46967a95955ca751627f1e24fcf,False,True
e5447158c3d26315eb955d2ee3d299141c2881c2,True,True
e6eb9192e956727268b0de9f8807f83e87b5de1a,True,True
b37705114e069c4548d0ce993ae631f9dbaa3bf9,True,True
8d4374e110ecb608acfff51b67abd485a0266961,False,False
7070f0c90cea902c8e7930b7586eb81624a56b40,False,False
59b4961a3076d6b5f49143267a19eeb566581e2a,False,False
eb4482e7dd792cf1f0b4bedf9449d6d725c430dd,True,True
8038be89967b7fb3b2ff91cd5b893201d62fa3e0,True,True
ee5c66c5e3483ed61edaa641017200503d61f53e,False,False
da14120cc5ca91fdb2262c2c45b570a2ec5573f2,True,True
4f5a3778e564a850643ce6b114facc23b07a124a,False,True
68a5cd1b5ffffbcb2b3b82ed3045e7034a7468f3,True,True
b17ef7a2e5660f87273d07bfad042b65760f8a11,False,False
7df3fbb19e42c66f4fde4484f0160e1df881b2eb,False,True
996edff41b1720a9836261ddc8ffe6a2b74ac9a9,True,True
e76971dcaf8277dd05c418b65fae9d78267eecc3,False,True
801c875b7e5d5c2531757e665b1395eb641b9859,True,True
004ccb6ffffcb269813c159c9051124cc09c5d6b,True,True
ea32f01d95cd25ac3a048d16436d88a813eb50f3,False,False
3fdfe19f79229e5dc4aea2e4d110fbe399a21fc7,True,True
267d83aaafc317dc006ee59f051812b45c85173a,False,False
5d99b2e82bf2f6232c3f3f7f8ab5fbbf6bf519a0,False,True
da6bf987c8cfe51a9896868ae4093178cb394ad1,True,True
31a517c9c31849ade7417f9c839e0b36bfdb0536,False,True
35084e842aca5cc44c8464d1fc7d61549a76fc62,False,False
35586cbecb8cae961e9940aa268048c9121dba7f,False,True
48fd8550879600e5db0fefe559bfd044812b7171,True,True
e6a650fb930952f7fbbf2fed7ce3a6e7e2eb482c,False,False
9b269a96f61bc41baa90b8459c01ab0fc197ccb7,True,True
9935021e497e9ed1ccbf313a3beaef04215114ee,False,True
54e89f4b392b962f5271aa73c46932e5e3d33639,True,True
9983fc5e8673fdf99f753f592ccf57f704c55272,True,True
25370760ccb212383e0c97441fa2525f9b9cfcaa,True,True
a901a20ddaca168d82557bbcfcfa35dd4c2349fa,False,True
