commit_id,actual,predicted
8cdb9c5fc9d0cf0fe4c18100a4a2ec08219bd784,True,True
b55f2d865c5f40a7777f3f1534489996cbf3c585,True,True
89f106c0018168e026bb8778ef0066cd4d505899,False,True
514256e121006ae8dc02097447c4986339f44029,False,True
b2a6bce24842e7a4b4272075b0f6c70c5b7eecdc,False,False
af58f95107ebf7d075ffb226a10bbc0029d96a01,False,False
4e501664da12bf35ecbb171a53d568d8fecfe7a7,False,False
551617fceaaebc27b221b38a5ef305a1345d5886,False,True
a4c1b0b3466e9246995504c29cf7e3f1da7f8146,True,True
07aa805ee01a817bdce2d82fa7d7628398b53462,True,True
e854200c56b73f258d74064feabf9b648a547ea4,True,True
436b44adc3b3efafb0771c5482251dfa81e9e32a,False,False
f3b95cca31d962b103808227e47b3d63d71e6db0,False,False
137b0b3711e5708885fb6e757bcaa7dd35fe1a8c,True,True
445a171b99ca27962df68a7934e7f92d100a9436,False,False
5a2f4dc094c5457c9a916da5d12d44bf54fd2109,False,False
f4b9652764f848cafef0d45c91c99aaeaf8f38b9,False,False
9344688c817c56b75003cbb9a0d859761ebdba15,False,False
51733055bc66a38fc4437930a300c5b85d6c795a,False,False
dcb902b2b17d34a8ba8d77cedad47d5937fbff99,True,True
256d3f0d805c0ebf6700a29ff3a6c96298810a9e,False,True
c6b3f71ea704e2b9e71acdae7d7131355d6b1355,True,True
54487663d51d25e7bc3aefe0516cfaae3db92818,False,False
5f9c18d912191a957f0302a8426e7d3d100134eb,True,True
b23b029b6de78d60dd6f6190322b188a244e4b74,False,False
ff18e0b9934d697b0e21ac65e2e6f142f53fb5ab,False,True
b7471a49ddbbd1ea186ef74a386386f431808b15,False,True
752ca3a5bfd5b6ffee0e0be25c0be3b0a7fb1389,False,True
5b825c66bd579728fd8ff9955b7522a74b5ab1ab,True,True
5a827bdbf4ddd951110d1d1ef4aec76341885afc,False,False
4d4db9bf342d5015605ad539fed4bfe3d3e6c321,False,False
5a889aa3bc67fa2922644d12ba2ee1439a642aa7,False,False
3fa841b028ec8a1256df970a9d15052a755d5a4f,False,False
07d73089219c3cc7ef0813cbbbea85d964498089,False,False
d70aac7fb3aa74d96eca27e66a42af3233e96e86,True,True
3f70e463c56cc4eb287d4938a2b4d409d4436881,False,True
c297903abadf6f67a316afd3bdd6195f643f0ad6,True,True
fafa6adcf8cbbf73faf9a74dd25df5e7690c2643,True,True
58a4d0632809b618e9e373d99caf001315f5cdbc,True,True
15d88a9c3ddd3a3cd8a9172b2cb3c8b9c5e05bf2,True,True
75c7851510a552c5a1fc79ca761ab7dd938df00c,True,True
d43d9f435eb77e4fd6075d035650592e257e46a3,True,True
e66e202b20a6f57354f005b075c11a5ac1a8d672,False,False
b0acc0dae04881b58a6322b85d5e961730b67f40,False,False
2449afb6506a9a9cc748cb07c02eb5042fe1d422,False,False
efb55eeb407d93f4e1e8a788a76d5cf35403be66,False,True
377c83813708e5521d40840fe48f1978f10c2a67,True,True
fa5b1ad1659529e4dbf98f8945081b2cf874e1f6,False,False
30bb14228daf2e82790e1a8cca414f727a7da9ca,False,False
8c21684fca817dd1330b7f3ae9d7777ff9b4eae9,False,False
44849c3057676914c55e5797adcfd4755b9e01a2,True,True
a2970721fa0c62a6d11f806198e386a41d72de7f,True,True
f1ad272fc07042001086e1a8291adeab35ca074b,True,True
