line,commit_id,count,line_level_label
import org.fusesource.fabric.zookeeper.IZKClient;,e27aa353ba59de8fc406fa37f26cb2adcf65b4ef,0,0
import org.linkedin.zookeeper.client.IZKClient;,e27aa353ba59de8fc406fa37f26cb2adcf65b4ef,0,1
"@Property(name = ""dataDir"", label = ""Container Data Dir"", description = ""The data directory of the container"", value = ""${runtime.data}"", propertyPrivate = true)",5c3a7a14634906c1d14cab27a51da8deb7ed4090,6,1
"@Property(name = ""runtime.id"", label = ""Container Name"", description = ""The name of the container"", value = ""${runtime.id}"", propertyPrivate = true)",5c3a7a14634906c1d14cab27a51da8deb7ed4090,5,1
"@Property(name = ""homeDir"", label = ""Container Home"", description = ""The homeDir directory of the container"", value = ""${runtime.home}"", propertyPrivate = true)",5c3a7a14634906c1d14cab27a51da8deb7ed4090,5,1
"@Property(name = ""confDir"", label = ""Container Conf"", description = ""The configuration directory of the container"", value = ""${runtime.conf}"", propertyPrivate = true)",5c3a7a14634906c1d14cab27a51da8deb7ed4090,5,1
"@Property(name = ""zookeeper.url"", label = ""ZooKeeper URL"", description = ""The url to an existing zookeeper ensemble"", value = ""${zookeeper.url}"", propertyPrivate = true)",5c3a7a14634906c1d14cab27a51da8deb7ed4090,5,1
"@Property(name = ""ensemble.auto.start"", label = ""Ensemble Auto Start"", description = ""Flag to automatically start a zookeeper ensemble"", value = ""${ensemble.auto.start}"")",5c3a7a14634906c1d14cab27a51da8deb7ed4090,4,1
"@Property(name = ""agent.auto.start"", label = ""Agent Auto Start"", description = ""Flag to automatically start the provisioning agent"", value = ""${agent.auto.start}"")",5c3a7a14634906c1d14cab27a51da8deb7ed4090,4,1
"@Property(name = ""bind.address"", label = ""Bind Address"", description = ""The Bind Address"", value = ""${bind.address}"")",5c3a7a14634906c1d14cab27a51da8deb7ed4090,4,1
"@Property(name = ""zookeeper.password"", label = ""ZooKeeper Password"", description = ""The zookeeper password"", value = ""${zookeeper.password}"")",5c3a7a14634906c1d14cab27a51da8deb7ed4090,4,1
"@Property(name = ""zookeeper.server.port"", label = ""ZooKeeper Server Port"", description = ""The zookeeper server binding port"", value = ""${zookeeper.server.port}"")",5c3a7a14634906c1d14cab27a51da8deb7ed4090,4,1
"@Property(name = ""zookeeper.server.connection.port"", label = ""ZooKeeper Client Port"", description = ""The zookeeper server connection port"", value = ""${zookeeper.server.connection.port}"")",5c3a7a14634906c1d14cab27a51da8deb7ed4090,4,1
"@Property(name = ""profiles.auto.import"", label = ""Auto Import Enabled"", description = ""Flag to automatically import the default profiles"", value = ""${profiles.auto.import}"")",5c3a7a14634906c1d14cab27a51da8deb7ed4090,4,1
"@Property(name = ""profiles.auto.import.path"", label = ""Auto Import Enabled"", description = ""Flag to automatically import the default profiles"", value = ""${profiles.auto.import.path}"")",5c3a7a14634906c1d14cab27a51da8deb7ed4090,4,1
"@Property(name = ""local.resolver"", label = ""Resolver"", description = ""The container resolver"", value = ""${local.resolver}"")",5c3a7a14634906c1d14cab27a51da8deb7ed4090,4,1
"@Property(name = ""global.resolver"", label = ""Global Resolver"", description = ""The global resolver"", value = ""${global.resolver}"")",5c3a7a14634906c1d14cab27a51da8deb7ed4090,4,1
"@Property(name = ""manualip"", label = ""Global Resolver"", description = ""The manally set ip"", value = ""${manualip}"")",5c3a7a14634906c1d14cab27a51da8deb7ed4090,4,1
"@Property(name = ""publichostname"", label = ""Public Hostname"", description = ""The public hostname"", value = ""${publichostname}"")",5c3a7a14634906c1d14cab27a51da8deb7ed4090,4,1
"org.apache.felix.utils.properties.Properties props = new org.apache.felix.utils.properties.Properties(new File(dataDir, ENSEMBLE_MARKER));",5c3a7a14634906c1d14cab27a51da8deb7ed4090,4,1
"@Reference(referenceInterface = RuntimeProperties.class, bind = ""bindRuntimeProperties"", unbind = ""unbindRuntimeProperties"")",5c3a7a14634906c1d14cab27a51da8deb7ed4090,3,1
Properties properties = new Properties();,5c3a7a14634906c1d14cab27a51da8deb7ed4090,3,1
"public static final String DEFAULT_ADMIN_USER = ""admin"";",5c3a7a14634906c1d14cab27a51da8deb7ed4090,2,1
"public static final String ROLE_DELIMITER = "","";",5c3a7a14634906c1d14cab27a51da8deb7ed4090,2,1
"@Property(name = ""profiles"", value = ""${profiles}"")",5c3a7a14634906c1d14cab27a51da8deb7ed4090,2,1
"@Property(name = ""version"", value = ""${version}"")",5c3a7a14634906c1d14cab27a51da8deb7ed4090,2,1
Properties userProps = new Properties();,5c3a7a14634906c1d14cab27a51da8deb7ed4090,2,1
"File marker = new File(dataDir, ENSEMBLE_MARKER);",5c3a7a14634906c1d14cab27a51da8deb7ed4090,2,1
org.apache.felix.utils.properties.Properties props = new org.apache.felix.utils.properties.Properties(marker);,5c3a7a14634906c1d14cab27a51da8deb7ed4090,2,1
"Dictionary<String, Object> properties = new Hashtable<String, Object>();",5c3a7a14634906c1d14cab27a51da8deb7ed4090,2,1
static final Logger LOGGER = LoggerFactory.getLogger(BootstrapConfiguration.class);,5c3a7a14634906c1d14cab27a51da8deb7ed4090,1,1
"public static final String ENSEMBLE_MARKER = ""ensemble-created.properties"";",5c3a7a14634906c1d14cab27a51da8deb7ed4090,1,1
"public static final String COMPONENT_PID = ""io.fabric8.bootstrap.configuration"";",5c3a7a14634906c1d14cab27a51da8deb7ed4090,1,1
public static final String COMPONENT_NAME = COMPONENT_PID;,5c3a7a14634906c1d14cab27a51da8deb7ed4090,1,1
"public static final String DEFAULT_ADMIN_ROLE = ""admin,manager,viewer"";",5c3a7a14634906c1d14cab27a51da8deb7ed4090,1,1
