line,commit_id,count,line_level_label
"String ref = getAndRemoveParameter(parameters, ""idempotentRepositoryRef"", String.class);",4ef8b8962304f16061825f76a52c5cb6dcc6d29e,2,1
"ref = getAndRemoveParameter(parameters, ""fileFilterRef"", String.class);",4ef8b8962304f16061825f76a52c5cb6dcc6d29e,2,1
"ref = getAndRemoveParameter(parameters, ""sorterRef"", String.class);",4ef8b8962304f16061825f76a52c5cb6dcc6d29e,2,1
"Comparator<File> sorter = mandatoryLookup(ref, Comparator.class);",4ef8b8962304f16061825f76a52c5cb6dcc6d29e,2,1
"template.sendBodyAndHeader(fileUri(), ""Hello London"", Exchange.FILE_NAME, ""london.txt"");",4ef8b8962304f16061825f76a52c5cb6dcc6d29e,2,0
"template.sendBodyAndHeader(""file:target/data/filesorter/"", ""Hello London"", Exchange.FILE_NAME, ""london.txt"");",4ef8b8962304f16061825f76a52c5cb6dcc6d29e,2,1
import static org.apache.camel.util.ObjectHelper.isNotNullAndNonEmpty;,4ef8b8962304f16061825f76a52c5cb6dcc6d29e,1,0
import java.io.FileFilter;,4ef8b8962304f16061825f76a52c5cb6dcc6d29e,1,1
import org.apache.camel.spi.IdempotentRepository;,4ef8b8962304f16061825f76a52c5cb6dcc6d29e,1,1
if (ref != null) {,4ef8b8962304f16061825f76a52c5cb6dcc6d29e,1,1
"IdempotentRepository repository = mandatoryLookup(ref, IdempotentRepository.class);",4ef8b8962304f16061825f76a52c5cb6dcc6d29e,1,1
},4ef8b8962304f16061825f76a52c5cb6dcc6d29e,1,1
// lookup file filter in registry if provided,4ef8b8962304f16061825f76a52c5cb6dcc6d29e,1,1
"FileFilter filter = mandatoryLookup(ref, FileFilter.class);",4ef8b8962304f16061825f76a52c5cb6dcc6d29e,1,1
// lookup sorter in registry if provided,4ef8b8962304f16061825f76a52c5cb6dcc6d29e,1,1
"template.sendBodyAndHeader(fileUri(), ""Hello Paris"", Exchange.FILE_NAME, ""paris.txt"");",4ef8b8962304f16061825f76a52c5cb6dcc6d29e,1,0
"template.sendBodyAndHeader(fileUri(), ""Hello Copenhagen"", Exchange.FILE_NAME, ""copenhagen.txt"");",4ef8b8962304f16061825f76a52c5cb6dcc6d29e,1,0
import org.junit.jupiter.api.BeforeEach;,4ef8b8962304f16061825f76a52c5cb6dcc6d29e,1,1
},4ef8b8962304f16061825f76a52c5cb6dcc6d29e,1,1
"template.sendBodyAndHeader(""file:target/data/filesorter/"", ""Hello Paris"", Exchange.FILE_NAME, ""paris.txt"");",4ef8b8962304f16061825f76a52c5cb6dcc6d29e,1,1
"template.sendBodyAndHeader(""file:target/data/filesorter/"", ""Hello Copenhagen"", Exchange.FILE_NAME, ""copenhagen.txt"");",4ef8b8962304f16061825f76a52c5cb6dcc6d29e,1,1
if (isNotNullAndNonEmpty(sortBy) && !isReferenceParameter(sortBy)) {,4ef8b8962304f16061825f76a52c5cb6dcc6d29e,0,0
result.setSortBy(comparator);,4ef8b8962304f16061825f76a52c5cb6dcc6d29e,0,0
// lookup idempotent repository in registry if provided,4ef8b8962304f16061825f76a52c5cb6dcc6d29e,0,1
result.setIdempotentRepository(repository);,4ef8b8962304f16061825f76a52c5cb6dcc6d29e,0,1
result.setFilter(filter);,4ef8b8962304f16061825f76a52c5cb6dcc6d29e,0,1
result.setFileSorter(sorter);,4ef8b8962304f16061825f76a52c5cb6dcc6d29e,0,1
if (sortBy != null) {,4ef8b8962304f16061825f76a52c5cb6dcc6d29e,0,1
result.setExchangeSorter(comparator);,4ef8b8962304f16061825f76a52c5cb6dcc6d29e,0,1
"private String fileUrl = ""file://target/filesorter/?sorter=#mySorter"";",4ef8b8962304f16061825f76a52c5cb6dcc6d29e,0,0
"private String fileUrl = ""file://target/filesorter/?sorterRef=mySorter"";",4ef8b8962304f16061825f76a52c5cb6dcc6d29e,0,1
"from(fileUri(""?initialDelay=0&delay=10&sorter=#mySorter"")).convertBodyTo(String.class).to(""mock:result"");",4ef8b8962304f16061825f76a52c5cb6dcc6d29e,0,0
"private String fileUrl = ""file://target/data/filesorter/?initialDelay=0&delay=10&sorter=#mySorter"";",4ef8b8962304f16061825f76a52c5cb6dcc6d29e,0,1
@Override,4ef8b8962304f16061825f76a52c5cb6dcc6d29e,0,1
@BeforeEach,4ef8b8962304f16061825f76a52c5cb6dcc6d29e,0,1
public void setUp() throws Exception {,4ef8b8962304f16061825f76a52c5cb6dcc6d29e,0,1
"deleteDirectory(""target/data/filesorter"");",4ef8b8962304f16061825f76a52c5cb6dcc6d29e,0,1
super.setUp();,4ef8b8962304f16061825f76a52c5cb6dcc6d29e,0,1
"from(fileUrl).convertBodyTo(String.class).to(""mock:result"");",4ef8b8962304f16061825f76a52c5cb6dcc6d29e,0,1
// lookup file filter in registry if provided,ff5c824476fbf30fd1394439e93a870f4b6e5411,4,1
// lookup sorter in registry if provided,ff5c824476fbf30fd1394439e93a870f4b6e5411,4,1
public void setSortBy(String expression) {,ff5c824476fbf30fd1394439e93a870f4b6e5411,4,0
"public void setSortBy(String expression, boolean reverse) {",ff5c824476fbf30fd1394439e93a870f4b6e5411,4,0
public void setExchangeSorter(String expression) {,ff5c824476fbf30fd1394439e93a870f4b6e5411,4,1
"public void setExchangeSorter(String expression, boolean reverse) {",ff5c824476fbf30fd1394439e93a870f4b6e5411,4,1
// lookup idempotent repository in registry if provided,ff5c824476fbf30fd1394439e93a870f4b6e5411,3,1
"Comparator<File> sorter = mandatoryLookup(ref, Comparator.class);",ff5c824476fbf30fd1394439e93a870f4b6e5411,3,1
public Comparator<File> getSorter() {,ff5c824476fbf30fd1394439e93a870f4b6e5411,3,0
public void setSorter(Comparator<File> sorter) {,ff5c824476fbf30fd1394439e93a870f4b6e5411,3,0
public void setSortBy(Comparator<FileExchange> sortBy) {,ff5c824476fbf30fd1394439e93a870f4b6e5411,3,0
public Comparator<File> getFileSorter() {,ff5c824476fbf30fd1394439e93a870f4b6e5411,3,1
public void setFileSorter(Comparator<File> fileSorter) {,ff5c824476fbf30fd1394439e93a870f4b6e5411,3,1
public void setExchangeSorter(Comparator<FileExchange> exchangeSorter) {,ff5c824476fbf30fd1394439e93a870f4b6e5411,3,1
"private String fileUrl = ""file://target/data/filesorter/"";",ff5c824476fbf30fd1394439e93a870f4b6e5411,3,1
public void setUp() throws Exception {,ff5c824476fbf30fd1394439e93a870f4b6e5411,3,1
"private String fileUrl = ""file://target/data/filesorter/"";",ff5c824476fbf30fd1394439e93a870f4b6e5411,3,1
public void setUp() throws Exception {,ff5c824476fbf30fd1394439e93a870f4b6e5411,3,1
if (isNotNullAndNonEmpty(sortBy) && !isReferenceParameter(sortBy)) {,ff5c824476fbf30fd1394439e93a870f4b6e5411,2,0
"String ref = getAndRemoveParameter(parameters, ""idempotentRepositoryRef"", String.class);",ff5c824476fbf30fd1394439e93a870f4b6e5411,2,1
if (ref != null) {,ff5c824476fbf30fd1394439e93a870f4b6e5411,2,1
if (sortBy != null) {,ff5c824476fbf30fd1394439e93a870f4b6e5411,2,1
protected void poll() throws Exception {,ff5c824476fbf30fd1394439e93a870f4b6e5411,2,0
if (endpoint.getSorter() != null) {,ff5c824476fbf30fd1394439e93a870f4b6e5411,2,0
if (endpoint.getSortBy() != null) {,ff5c824476fbf30fd1394439e93a870f4b6e5411,2,0
protected synchronized void poll() throws Exception {,ff5c824476fbf30fd1394439e93a870f4b6e5411,2,1
if (endpoint.getFileSorter() != null) {,ff5c824476fbf30fd1394439e93a870f4b6e5411,2,1
if (endpoint.getExchangeSorter() != null) {,ff5c824476fbf30fd1394439e93a870f4b6e5411,2,1
private Comparator<File> sorter;,ff5c824476fbf30fd1394439e93a870f4b6e5411,2,0
public Comparator<FileExchange> getSortBy() {,ff5c824476fbf30fd1394439e93a870f4b6e5411,2,0
private Comparator<File> fileSorter;,ff5c824476fbf30fd1394439e93a870f4b6e5411,2,1
public Comparator<FileExchange> getExchangeSorter() {,ff5c824476fbf30fd1394439e93a870f4b6e5411,2,1
"template.sendBodyAndHeader(fileUri(folder), ""Hello Paris"", Exchange.FILE_NAME, ""paris.dat"");",ff5c824476fbf30fd1394439e93a870f4b6e5411,2,0
"template.sendBodyAndHeader(fileUri(folder), ""Hello London"", Exchange.FILE_NAME, ""london.txt"");",ff5c824476fbf30fd1394439e93a870f4b6e5411,2,0
"template.sendBodyAndHeader(""file:target/data/filesorter/"" + folder, ""Hello Paris"", Exchange.FILE_NAME, ""paris.dat"");",ff5c824476fbf30fd1394439e93a870f4b6e5411,2,1
"template.sendBodyAndHeader(""file:target/data/filesorter/"" + folder, ""Hello London"", Exchange.FILE_NAME, ""london.txt"");",ff5c824476fbf30fd1394439e93a870f4b6e5411,2,1
"template.sendBodyAndHeader(fileUri(folder), ""Hello Paris"", Exchange.FILE_NAME, ""paris.txt"");",ff5c824476fbf30fd1394439e93a870f4b6e5411,2,0
"template.sendBodyAndHeader(fileUri(folder), ""Hello London"", Exchange.FILE_NAME, ""london.txt"");",ff5c824476fbf30fd1394439e93a870f4b6e5411,2,0
"template.sendBodyAndHeader(""file:target/data/filesorter/"" + folder, ""Hello Paris"", Exchange.FILE_NAME, ""paris.txt"");",ff5c824476fbf30fd1394439e93a870f4b6e5411,2,1
"template.sendBodyAndHeader(""file:target/data/filesorter/"" + folder, ""Hello London"", Exchange.FILE_NAME, ""london.txt"");",ff5c824476fbf30fd1394439e93a870f4b6e5411,2,1
"IdempotentRepository repository = mandatoryLookup(ref, IdempotentRepository.class);",ff5c824476fbf30fd1394439e93a870f4b6e5411,1,1
},ff5c824476fbf30fd1394439e93a870f4b6e5411,1,1
"ref = getAndRemoveParameter(parameters, ""fileFilterRef"", String.class);",ff5c824476fbf30fd1394439e93a870f4b6e5411,1,1
"FileFilter filter = mandatoryLookup(ref, FileFilter.class);",ff5c824476fbf30fd1394439e93a870f4b6e5411,1,1
"ref = getAndRemoveParameter(parameters, ""sorterRef"", String.class);",ff5c824476fbf30fd1394439e93a870f4b6e5411,1,1
private Comparator<FileExchange> sortBy;,ff5c824476fbf30fd1394439e93a870f4b6e5411,1,0
return sorter;,ff5c824476fbf30fd1394439e93a870f4b6e5411,1,0
this.sorter = sorter;,ff5c824476fbf30fd1394439e93a870f4b6e5411,1,0
return sortBy;,ff5c824476fbf30fd1394439e93a870f4b6e5411,1,0
this.sortBy = sortBy;,ff5c824476fbf30fd1394439e93a870f4b6e5411,1,0
"setSortBy(expression, false);",ff5c824476fbf30fd1394439e93a870f4b6e5411,1,0
private Comparator<FileExchange> exchangeSorter;,ff5c824476fbf30fd1394439e93a870f4b6e5411,1,1
return fileSorter;,ff5c824476fbf30fd1394439e93a870f4b6e5411,1,1
this.fileSorter = fileSorter;,ff5c824476fbf30fd1394439e93a870f4b6e5411,1,1
return exchangeSorter;,ff5c824476fbf30fd1394439e93a870f4b6e5411,1,1
this.exchangeSorter = exchangeSorter;,ff5c824476fbf30fd1394439e93a870f4b6e5411,1,1
"setExchangeSorter(expression, false);",ff5c824476fbf30fd1394439e93a870f4b6e5411,1,1
"template.sendBodyAndHeader(fileUri(folder), ""Hello Copenhagen"", Exchange.FILE_NAME,",ff5c824476fbf30fd1394439e93a870f4b6e5411,1,0
},ff5c824476fbf30fd1394439e93a870f4b6e5411,1,1
"template.sendBodyAndHeader(""file:target/data/filesorter/"" + folder, ""Hello Copenhagen"", Exchange.FILE_NAME,",ff5c824476fbf30fd1394439e93a870f4b6e5411,1,1
"template.sendBodyAndHeader(fileUri(folder), ""Hello Copenhagen"", Exchange.FILE_NAME,",ff5c824476fbf30fd1394439e93a870f4b6e5411,1,0
"template.sendBodyAndHeader(fileUri(folder), ""Hello Dublin"", Exchange.FILE_NAME, ""dublin.txt"");",ff5c824476fbf30fd1394439e93a870f4b6e5411,1,0
},ff5c824476fbf30fd1394439e93a870f4b6e5411,1,1
"template.sendBodyAndHeader(""file:target/data/filesorter/"" + folder, ""Hello Copenhagen"", Exchange.FILE_NAME,",ff5c824476fbf30fd1394439e93a870f4b6e5411,1,1
"template.sendBodyAndHeader(""file:target/data/filesorter/"" + folder, ""Hello Dublin"", Exchange.FILE_NAME, ""dublin.txt"");",ff5c824476fbf30fd1394439e93a870f4b6e5411,1,1
import static org.apache.camel.util.ObjectHelper.isNotNullAndNonEmpty;,ff5c824476fbf30fd1394439e93a870f4b6e5411,0,0
result.setSortBy(comparator);,ff5c824476fbf30fd1394439e93a870f4b6e5411,0,0
import java.io.FileFilter;,ff5c824476fbf30fd1394439e93a870f4b6e5411,0,1
import org.apache.camel.spi.IdempotentRepository;,ff5c824476fbf30fd1394439e93a870f4b6e5411,0,1
result.setIdempotentRepository(repository);,ff5c824476fbf30fd1394439e93a870f4b6e5411,0,1
result.setFilter(filter);,ff5c824476fbf30fd1394439e93a870f4b6e5411,0,1
result.setFileSorter(sorter);,ff5c824476fbf30fd1394439e93a870f4b6e5411,0,1
result.setExchangeSorter(comparator);,ff5c824476fbf30fd1394439e93a870f4b6e5411,0,1
"Collections.sort(files, endpoint.getSorter());",ff5c824476fbf30fd1394439e93a870f4b6e5411,0,0
"Collections.sort(exchanges, endpoint.getSortBy());",ff5c824476fbf30fd1394439e93a870f4b6e5411,0,0
"Collections.sort(files, endpoint.getFileSorter());",ff5c824476fbf30fd1394439e93a870f4b6e5411,0,1
"Collections.sort(exchanges, endpoint.getExchangeSorter());",ff5c824476fbf30fd1394439e93a870f4b6e5411,0,1
"setSortBy(DefaultFileSorter.sortByFileLanguage(expression, reverse));",ff5c824476fbf30fd1394439e93a870f4b6e5411,0,0
"setExchangeSorter(DefaultFileSorter.sortByFileLanguage(expression, reverse));",ff5c824476fbf30fd1394439e93a870f4b6e5411,0,1
"from(fileUri(""a/?initialDelay=0&delay=10&sortBy=file:ext"")).to(""mock:result"");",ff5c824476fbf30fd1394439e93a870f4b6e5411,0,0
"from(fileUri(""b/?initialDelay=0&delay=10&sortBy=reverse:file:ext"")).convertBodyTo(String.class)",ff5c824476fbf30fd1394439e93a870f4b6e5411,0,0
import org.junit.jupiter.api.BeforeEach;,ff5c824476fbf30fd1394439e93a870f4b6e5411,0,1
@Override,ff5c824476fbf30fd1394439e93a870f4b6e5411,0,1
@BeforeEach,ff5c824476fbf30fd1394439e93a870f4b6e5411,0,1
"deleteDirectory(""target/data/filesorter"");",ff5c824476fbf30fd1394439e93a870f4b6e5411,0,1
super.setUp();,ff5c824476fbf30fd1394439e93a870f4b6e5411,0,1
"from(fileUrl + ""a/?initialDelay=0&delay=10&sortBy=file:ext"").to(""mock:result"");",ff5c824476fbf30fd1394439e93a870f4b6e5411,0,1
"from(fileUrl + ""b/?initialDelay=0&delay=10&sortBy=reverse:file:ext"").convertBodyTo(String.class)",ff5c824476fbf30fd1394439e93a870f4b6e5411,0,1
"from(fileUri(""a/?initialDelay=0&delay=10&sortBy=file:ext;file:name"")).convertBodyTo(String.class)",ff5c824476fbf30fd1394439e93a870f4b6e5411,0,0
"from(fileUri(""b/?initialDelay=0&delay=10&sortBy=file:ext;reverse:file:name"")).convertBodyTo(String.class)",ff5c824476fbf30fd1394439e93a870f4b6e5411,0,0
import org.junit.jupiter.api.BeforeEach;,ff5c824476fbf30fd1394439e93a870f4b6e5411,0,1
@Override,ff5c824476fbf30fd1394439e93a870f4b6e5411,0,1
@BeforeEach,ff5c824476fbf30fd1394439e93a870f4b6e5411,0,1
"deleteDirectory(""target/data/filesorter"");",ff5c824476fbf30fd1394439e93a870f4b6e5411,0,1
super.setUp();,ff5c824476fbf30fd1394439e93a870f4b6e5411,0,1
"from(fileUrl + ""a/?initialDelay=0&delay=10&sortBy=file:ext;file:name"").convertBodyTo(String.class)",ff5c824476fbf30fd1394439e93a870f4b6e5411,0,1
"from(fileUrl + ""b/?initialDelay=0&delay=10&sortBy=file:ext;reverse:file:name"").convertBodyTo(String.class)",ff5c824476fbf30fd1394439e93a870f4b6e5411,0,1
